autoDraftTypeId,id,lineupSlotId,overallPickNumber,player_id,roundId,roundPickNumber,team_id,year,league_id
0,49,20,49,3051876,5,1,11,2020,780575
0,50,4,50,3128429,5,2,1,2020,780575
0,51,4,51,4047646,5,3,9,2020,780575
2,52,20,52,13981,5,4,3,2020,780575
0,53,2,53,2977644,5,5,14,2020,780575
0,54,2,54,4040761,5,6,13,2020,780575
0,55,4,55,4047650,5,7,15,2020,780575
0,56,6,56,3046439,5,8,8,2020,780575
0,57,2,57,4240021,5,9,6,2020,780575
0,58,20,58,15825,5,10,10,2020,780575
1,59,0,59,16760,5,11,12,2020,780575
0,60,2,60,3045147,5,12,4,2020,780575
0,61,4,61,14924,6,1,4,2020,780575
1,62,6,62,2573401,6,2,12,2020,780575
0,63,4,63,3052876,6,3,10,2020,780575
0,64,6,64,4036131,6,4,6,2020,780575
0,65,0,65,3918298,6,5,8,2020,780575
0,66,4,66,11283,6,6,15,2020,780575
0,67,2,67,3115364,6,7,13,2020,780575
0,68,0,68,11237,6,8,14,2020,780575
0,69,4,69,12649,6,9,3,2020,780575
0,70,20,70,2577327,6,10,9,2020,780575
0,71,2,71,4242335,6,11,1,2020,780575
0,72,2,72,2576434,6,12,11,2020,780575
0,73,2,73,4259545,7,1,11,2020,780575
0,74,20,74,4241475,7,2,1,2020,780575
0,75,20,75,15880,7,3,9,2020,780575
0,76,6,76,12537,7,4,3,2020,780575
0,77,20,77,2576414,7,5,14,2020,780575
0,78,20,78,2976212,7,6,13,2020,780575
0,79,20,79,3059915,7,7,15,2020,780575
0,80,20,80,16790,7,8,8,2020,780575
0,81,20,81,4035538,7,9,6,2020,780575
0,82,20,82,4241389,7,10,10,2020,780575
1,83,20,83,2976592,7,11,12,2020,780575
0,84,20,84,8439,7,12,4,2020,780575
0,85,20,85,13983,8,1,4,2020,780575
1,86,20,86,4360294,8,2,12,2020,780575
0,87,6,87,3116164,8,3,10,2020,780575
0,88,20,88,4036348,8,4,6,2020,780575
0,89,20,89,2576623,8,5,8,2020,780575
0,90,20,90,3115394,8,6,15,2020,780575
0,91,20,91,4241372,8,7,13,2020,780575
0,92,20,92,3121422,8,8,14,2020,780575
0,93,17,93,15683,8,9,3,2020,780575
0,94,6,94,3924365,8,10,9,2020,780575
0,95,20,95,4035676,8,11,1,2020,780575
0,96,16,96,-16002,8,12,11,2020,780575
0,97,17,97,3055899,9,1,11,2020,780575
0,98,20,98,16731,9,2,1,2020,780575
0,99,20,99,3052117,9,3,9,2020,780575
0,100,16,100,-16025,9,4,3,2020,780575
0,101,20,101,3912550,9,5,14,2020,780575
0,102,20,102,3060022,9,6,13,2020,780575
0,103,20,103,3045144,9,7,15,2020,780575
0,104,20,104,3916925,9,8,8,2020,780575
0,105,16,105,-16023,9,9,6,2020,780575
0,106,20,106,4241985,9,10,10,2020,780575
0,107,20,107,13994,9,11,12,2020,780575
0,108,20,108,3916945,9,12,4,2020,780575
0,109,20,109,3128721,10,1,4,2020,780575
0,110,20,110,15920,10,2,12,2020,780575
0,111,20,111,3121023,10,3,10,2020,780575
0,112,20,112,16913,10,4,6,2020,780575
0,113,20,113,2979477,10,5,8,2020,780575
0,114,16,114,-16033,10,6,15,2020,780575
1,115,20,115,3126486,10,7,13,2020,780575
0,116,16,116,-16017,10,8,14,2020,780575
0,117,20,117,3139605,10,9,3,2020,780575
0,118,17,118,14993,10,10,9,2020,780575
0,119,20,119,5536,10,11,1,2020,780575
0,120,20,120,3066158,10,12,11,2020,780575
0,121,20,121,12483,11,1,11,2020,780575
0,122,20,122,4262921,11,2,1,2020,780575
0,123,16,123,-16016,11,3,9,2020,780575
0,124,20,124,15072,11,4,3,2020,780575
0,125,20,125,4038524,11,5,14,2020,780575
0,126,20,126,3915511,11,6,13,2020,780575
0,127,17,127,3050478,11,7,15,2020,780575
0,128,20,128,4241479,11,8,8,2020,780575
0,129,17,129,2985659,11,9,6,2020,780575
0,130,20,130,14912,11,10,10,2020,780575
0,131,20,131,4035004,11,11,12,2020,780575
0,132,17,132,2971573,11,12,4,2020,780575
0,133,16,133,-16021,12,1,4,2020,780575
0,134,20,134,4239934,12,2,12,2020,780575
0,135,20,135,3051439,12,3,10,2020,780575
0,136,20,136,3895856,12,4,6,2020,780575
0,137,20,137,3932905,12,5,8,2020,780575
0,138,20,138,3049916,12,6,15,2020,780575
0,139,20,139,2969962,12,7,13,2020,780575
0,140,17,140,11122,12,8,14,2020,780575
0,141,20,141,16725,12,9,3,2020,780575
0,142,20,142,3925347,12,10,9,2020,780575
0,143,20,143,15966,12,11,1,2020,780575
0,144,20,144,4036133,12,12,11,2020,780575
0,145,20,145,-16011,13,1,11,2020,780575
0,146,20,146,4048244,13,2,1,2020,780575
0,147,20,147,3046779,13,3,9,2020,780575
0,148,20,148,4047839,13,4,3,2020,780575
0,149,20,149,2574808,13,5,14,2020,780575
0,150,16,150,-16003,13,6,13,2020,780575
0,151,20,151,13217,13,7,15,2020,780575
0,152,20,152,4039359,13,8,8,2020,780575
0,153,20,153,11674,13,9,6,2020,780575
0,154,20,154,3045138,13,10,10,2020,780575
0,155,20,155,4241463,13,11,12,2020,780575
0,156,20,156,3043275,13,12,4,2020,780575
0,157,20,157,10452,14,1,4,2020,780575
0,158,17,158,9354,14,2,12,2020,780575
0,159,16,159,-16024,14,3,10,2020,780575
0,160,20,160,16777,14,4,6,2020,780575
0,161,16,161,-16007,14,5,8,2020,780575
0,162,20,162,3915399,14,6,15,2020,780575
0,163,20,163,3119195,14,7,13,2020,780575
0,164,20,164,16804,14,8,14,2020,780575
0,165,20,165,3917792,14,9,3,2020,780575
0,166,20,166,3916148,14,10,9,2020,780575
0,167,17,167,3915165,14,11,1,2020,780575
0,168,20,168,3043234,14,12,11,2020,780575
0,169,20,169,2576716,15,1,11,2020,780575
0,170,16,170,-16013,15,2,1,2020,780575
0,171,20,171,2991767,15,3,9,2020,780575
0,172,20,172,-16026,15,4,3,2020,780575
0,173,20,173,13215,15,5,14,2020,780575
0,174,17,174,17372,15,6,13,2020,780575
0,175,20,175,14880,15,7,15,2020,780575
0,176,17,176,3049899,15,8,8,2020,780575
0,177,20,177,14876,15,9,6,2020,780575
0,178,17,178,14322,15,10,10,2020,780575
0,179,16,179,-16010,15,11,12,2020,780575
0,180,20,180,9704,15,12,4,2020,780575
