autoDraftTypeId,id,lineupSlotId,overallPickNumber,player_id,roundId,roundPickNumber,team_id,year,league_id
0,62,23,62,4685415,5,6,1,2025,780575
0,63,2,63,4568490,5,7,13,2025,780575
0,64,23,64,4426388,5,8,10,2025,780575
0,65,0,65,3052587,5,9,4,2025,780575
0,66,23,66,3128429,5,10,14,2025,780575
3,67,23,67,4372016,5,11,11,2025,780575
0,68,2,68,3042519,5,12,3,2025,780575
0,69,20,69,4038941,5,13,17,2025,780575
1,70,2,70,4035538,5,14,9,2025,780575
1,71,6,71,15847,6,1,9,2025,780575
0,72,6,72,3116365,6,2,17,2025,780575
0,73,0,73,3046779,6,3,3,2025,780575
3,74,2,74,4361529,6,4,11,2025,780575
0,75,20,75,4685472,6,5,14,2025,780575
0,76,6,76,3051876,6,6,4,2025,780575
0,77,20,77,4431299,6,7,10,2025,780575
0,78,23,78,4428209,6,8,13,2025,780575
0,79,2,79,4239996,6,9,1,2025,780575
0,80,4,80,3916433,6,10,16,2025,780575
0,81,23,81,4360516,6,11,8,2025,780575
0,82,2,82,3068267,6,12,15,2025,780575
0,83,0,83,4426338,6,13,6,2025,780575
3,84,6,84,3123076,6,14,12,2025,780575
3,85,0,85,3917315,7,1,12,2025,780575
0,86,23,86,4426354,7,2,6,2025,780575
0,87,23,87,2976212,7,3,15,2025,780575
0,88,0,88,4361741,7,4,8,2025,780575
2,89,20,89,4701936,7,5,16,2025,780575
0,90,20,90,4035687,7,6,1,2025,780575
0,91,20,91,4575131,7,7,13,2025,780575
0,92,2,92,4241457,7,8,10,2025,780575
0,93,23,93,2977187,7,9,4,2025,780575
0,94,20,94,4569987,7,10,14,2025,780575
3,95,20,95,4567750,7,11,11,2025,780575
0,96,23,96,4241985,7,12,3,2025,780575
0,97,23,97,3121023,7,13,17,2025,780575
1,98,0,98,4431611,7,14,9,2025,780575
1,99,20,99,4361370,8,1,9,2025,780575
0,100,4,100,3126486,8,2,17,2025,780575
0,101,20,101,4360569,8,3,3,2025,780575
3,102,6,102,4431459,8,4,11,2025,780575
0,103,20,103,4696981,8,5,14,2025,780575
0,104,20,104,3116165,8,6,4,2025,780575
0,105,20,105,4241474,8,7,10,2025,780575
0,106,6,106,4723086,8,8,13,2025,780575
0,107,20,107,4429013,8,9,1,2025,780575
0,108,6,108,15835,8,10,16,2025,780575
0,109,20,109,3886598,8,11,8,2025,780575
0,110,20,110,4569173,8,12,15,2025,780575
0,111,20,111,4361579,8,13,6,2025,780575
2,112,20,112,4429205,8,14,12,2025,780575
2,113,20,113,4373678,9,1,12,2025,780575
0,114,20,114,4688813,9,2,6,2025,780575
0,115,20,115,15818,9,3,15,2025,780575
0,116,20,116,4882093,9,4,8,2025,780575
0,117,17,117,3050478,9,5,16,2025,780575
0,118,0,118,4431452,9,6,1,2025,780575
0,119,20,119,3128720,9,7,13,2025,780575
1,120,6,120,4572680,9,8,10,2025,780575
0,121,20,121,4432577,9,9,4,2025,780575
0,122,20,122,4877706,9,10,14,2025,780575
3,123,20,123,4635008,9,11,11,2025,780575
0,124,16,124,-16021,9,12,3,2025,780575
0,125,17,125,3150744,9,13,17,2025,780575
1,126,20,126,2577417,9,14,9,2025,780575
1,127,20,127,4362887,10,1,9,2025,780575
0,128,16,128,-16034,10,2,17,2025,780575
0,129,20,129,4032473,10,3,3,2025,780575
3,130,20,130,4362249,10,4,11,2025,780575
0,131,6,131,4385690,10,5,14,2025,780575
0,132,20,132,4242355,10,6,4,2025,780575
1,133,20,133,4040655,10,7,10,2025,780575
0,134,20,134,4430034,10,8,13,2025,780575
0,135,20,135,4426385,10,9,1,2025,780575
0,136,20,136,4360438,10,10,16,2025,780575
0,137,20,137,3116385,10,11,8,2025,780575
3,138,20,138,4697815,10,12,15,2025,780575
0,139,20,139,4685247,10,13,6,2025,780575
2,140,20,140,4685702,10,14,12,2025,780575
2,141,20,141,4429275,11,1,12,2025,780575
0,142,20,142,4372019,11,2,6,2025,780575
3,143,20,143,4036378,11,3,15,2025,780575
0,144,20,144,3046439,11,4,8,2025,780575
0,145,20,145,4433970,11,5,16,2025,780575
0,146,20,146,4431545,11,6,1,2025,780575
0,147,16,147,-16033,11,7,13,2025,780575
0,148,20,148,4360423,11,8,10,2025,780575
0,149,20,149,3059915,11,9,4,2025,780575
0,150,20,150,4241372,11,10,14,2025,780575
3,151,20,151,4685279,11,11,11,2025,780575
0,152,20,152,4429501,11,12,3,2025,780575
0,153,20,153,4369863,11,13,17,2025,780575
1,154,20,154,4373626,11,14,9,2025,780575
1,155,20,155,16460,12,1,9,2025,780575
0,156,20,156,4038441,12,2,17,2025,780575
0,157,20,157,4874509,12,3,3,2025,780575
3,158,16,158,-16023,12,4,11,2025,780575
0,159,20,159,4360248,12,5,14,2025,780575
0,160,20,160,4711533,12,6,4,2025,780575
1,161,16,161,-16012,12,7,10,2025,780575
0,162,17,162,3953687,12,8,13,2025,780575
2,163,16,163,-16007,12,9,1,2025,780575
0,164,16,164,-16016,12,10,16,2025,780575
0,165,20,165,4569587,12,11,8,2025,780575
3,166,16,166,-16026,12,12,15,2025,780575
0,167,20,167,4686472,12,13,6,2025,780575
2,168,16,168,-16017,12,14,12,2025,780575
2,169,17,169,4689936,13,1,12,2025,780575
0,170,16,170,-16002,13,2,6,2025,780575
3,171,17,171,4362081,13,3,15,2025,780575
0,172,20,172,4360939,13,4,8,2025,780575
0,173,20,173,4371733,13,5,16,2025,780575
1,174,17,174,4686361,13,6,1,2025,780575
0,175,20,175,2577327,13,7,13,2025,780575
0,176,20,176,4360310,13,8,10,2025,780575
0,177,16,177,-16008,13,9,4,2025,780575
0,178,0,178,12483,13,10,14,2025,780575
3,179,17,179,3917232,13,11,11,2025,780575
0,180,20,180,4689114,13,12,3,2025,780575
0,181,20,181,17372,13,13,17,2025,780575
1,182,16,182,-16011,13,14,9,2025,780575
1,183,17,183,3055899,14,1,9,2025,780575
0,184,20,184,4428557,14,2,17,2025,780575
0,185,17,185,2971573,14,3,3,2025,780575
3,186,20,186,4241479,14,4,11,2025,780575
0,187,20,187,4688380,14,5,14,2025,780575
0,188,17,188,17427,14,6,4,2025,780575
1,189,20,189,2576414,14,7,10,2025,780575
0,190,20,190,4685720,14,8,13,2025,780575
1,191,20,191,3895856,14,9,1,2025,780575
0,192,20,192,4599739,14,10,16,2025,780575
0,193,16,193,-16027,14,11,8,2025,780575
3,194,20,194,4427095,14,12,15,2025,780575
0,195,20,195,5081397,14,13,6,2025,780575
2,196,20,196,4685278,14,14,12,2025,780575
2,197,20,197,4686612,15,1,12,2025,780575
0,198,20,198,15864,15,2,6,2025,780575
3,199,20,199,4360761,15,3,15,2025,780575
0,200,20,200,4427238,15,4,8,2025,780575
0,201,20,201,3054212,15,5,16,2025,780575
1,202,20,202,3912547,15,6,1,2025,780575
0,203,20,203,4038815,15,7,13,2025,780575
1,204,17,204,4697745,15,8,10,2025,780575
0,205,20,205,15795,15,9,4,2025,780575
0,206,17,206,4360234,15,10,14,2025,780575
3,207,20,207,4429023,15,11,11,2025,780575
0,208,20,208,4613202,15,12,3,2025,780575
0,209,20,209,-16028,15,13,17,2025,780575
1,210,20,210,2976499,15,14,9,2025,780575
1,211,20,211,2576925,16,1,9,2025,780575
0,212,20,212,4430539,16,2,17,2025,780575
0,213,20,213,4361411,16,3,3,2025,780575
3,214,20,214,-16020,16,4,11,2025,780575
0,215,16,215,-16025,16,5,14,2025,780575
0,216,20,216,4243331,16,6,4,2025,780575
1,217,20,217,4249087,16,7,10,2025,780575
0,218,20,218,4360635,16,8,13,2025,780575
1,219,20,219,4361432,16,9,1,2025,780575
0,220,20,220,4045163,16,10,16,2025,780575
0,221,17,221,16339,16,11,8,2025,780575
3,222,20,222,4426386,16,12,15,2025,780575
0,223,17,223,4566192,16,13,6,2025,780575
2,224,20,224,3929785,16,14,12,2025,780575
