autoDraftTypeId,id,lineupSlotId,overallPickNumber,player_id,roundId,roundPickNumber,team_id,year,league_id
0,190,20,190,4360516,14,8,6,2024,780575
0,191,16,191,-16004,14,9,10,2024,780575
3,192,20,192,4241555,14,10,8,2024,780575
1,193,20,193,4429501,14,11,4,2024,780575
0,194,20,194,4431545,14,12,1,2024,780575
0,195,17,195,3124679,14,13,14,2024,780575
0,196,20,196,4242433,14,14,3,2024,780575
0,197,20,197,4240021,15,1,3,2024,780575
0,198,20,198,4035886,15,2,14,2024,780575
0,199,20,199,4242214,15,3,1,2024,780575
1,200,20,200,-16015,15,4,4,2024,780575
3,201,20,201,4361409,15,5,8,2024,780575
0,202,20,202,4241416,15,6,10,2024,780575
0,203,20,203,4690923,15,7,6,2024,780575
1,204,20,204,3045523,15,8,16,2024,780575
0,205,17,205,4689936,15,9,11,2024,780575
0,206,20,206,4360635,15,10,17,2024,780575
1,207,0,207,15864,15,11,12,2024,780575
3,208,20,208,4688813,15,12,9,2024,780575
3,209,20,209,-16030,15,13,15,2024,780575
0,210,20,210,4430968,15,14,13,2024,780575
0,211,20,211,4361418,16,1,13,2024,780575
3,212,20,212,4596334,16,2,15,2024,780575
3,213,0,213,14881,16,3,9,2024,780575
1,214,20,214,4426338,16,4,12,2024,780575
0,215,20,215,17427,16,5,17,2024,780575
0,216,16,216,-16003,16,6,11,2024,780575
1,217,20,217,4430637,16,7,16,2024,780575
0,218,20,218,4368003,16,8,6,2024,780575
0,219,20,219,3924365,16,9,10,2024,780575
3,220,20,220,4048244,16,10,8,2024,780575
1,221,20,221,4428209,16,11,4,2024,780575
1,222,20,222,15965,16,12,1,2024,780575
0,223,20,223,4362887,16,13,14,2024,780575
0,224,20,224,3051738,16,14,3,2024,780575
