autoDraftTypeId,id,lineupSlotId,overallPickNumber,player_id,roundId,roundPickNumber,team_id,year,league_id
0,1,2,1,3117251,1,1,3,2024,780575
0,2,4,2,4241389,1,2,14,2024,780575
0,3,2,3,3929630,1,3,1,2024,780575
0,4,0,4,3918298,1,4,4,2024,780575
3,5,2,5,4427366,1,5,8,2024,780575
0,6,4,6,3116406,1,6,10,2024,780575
0,7,2,7,4430807,1,7,6,2024,780575
0,8,2,8,4361529,1,8,16,2024,780575
0,9,4,9,4047646,1,9,11,2024,780575
0,10,0,10,3916387,1,10,17,2024,780575
1,11,4,11,4362628,1,11,12,2024,780575
3,12,4,12,4374302,1,12,9,2024,780575
0,13,4,13,4262921,1,13,15,2024,780575
0,14,4,14,4426515,1,14,13,2024,780575
0,15,2,15,4429795,2,1,13,2024,780575
0,16,2,16,3043078,2,2,15,2024,780575
3,17,2,17,4242335,2,3,9,2024,780575
1,18,4,18,4569618,2,4,12,2024,780575
0,19,6,19,15847,2,5,17,2024,780575
0,20,0,20,4040715,2,6,11,2024,780575
0,21,0,21,3139477,2,7,16,2024,780575
0,22,2,22,4430737,2,8,6,2024,780575
0,23,0,23,3915511,2,9,10,2024,780575
0,24,4,24,4432708,2,10,8,2024,780575
0,25,4,25,2976212,2,11,4,2024,780575
0,26,2,26,4429160,2,12,1,2024,780575
0,27,2,27,4239996,2,13,14,2024,780575
0,28,2,28,4047365,2,14,3,2024,780575
0,29,4,29,3126486,3,1,3,2024,780575
0,30,4,30,16800,3,2,14,2024,780575
0,31,0,31,4429084,3,3,1,2024,780575
0,32,2,32,4259545,3,4,4,2024,780575
0,33,4,33,4035687,3,5,8,2024,780575
0,34,4,34,4361370,3,6,10,2024,780575
0,35,4,35,4426502,3,7,6,2024,780575
0,36,2,36,3116385,3,8,16,2024,780575
0,37,2,37,3054850,3,9,11,2024,780575
0,38,23,38,3121023,3,10,17,2024,780575
1,39,2,39,4379399,3,11,12,2024,780575
3,40,4,40,4258173,3,12,9,2024,780575
0,41,4,41,16737,3,13,15,2024,780575
0,42,6,42,4430027,3,14,13,2024,780575
0,43,2,43,4697815,4,1,13,2024,780575
0,44,23,44,4360438,4,2,15,2024,780575
3,45,23,45,4047650,4,3,9,2024,780575
1,46,23,46,4241478,4,4,12,2024,780575
0,47,20,47,8439,4,5,17,2024,780575
0,48,6,48,3116365,4,6,11,2024,780575
0,49,4,49,2977187,4,7,16,2024,780575
0,50,4,50,3915416,4,8,6,2024,780575
0,51,2,51,4567048,4,9,10,2024,780575
0,52,2,52,3042519,4,10,8,2024,780575
0,53,4,53,3116165,4,11,4,2024,780575
0,54,4,54,4372016,4,12,1,2024,780575
0,55,23,55,4239993,4,13,14,2024,780575
0,56,6,56,3123076,4,14,3,2024,780575
0,57,0,57,4432577,5,1,3,2024,780575
0,58,2,58,3045147,5,2,14,2024,780575
0,59,4,59,4595348,5,3,1,2024,780575
0,60,6,60,3051876,5,4,4,2024,780575
0,61,23,61,4429615,5,5,8,2024,780575
0,62,2,62,4361777,5,6,10,2024,780575
0,63,6,63,3040151,5,7,6,2024,780575
0,64,6,64,4385690,5,8,16,2024,780575
0,65,2,65,4569173,5,9,11,2024,780575
0,66,2,66,4241457,5,10,17,2024,780575
1,67,6,67,4361307,5,11,12,2024,780575
3,68,2,68,4678008,5,12,9,2024,780575
0,69,2,69,4035538,5,13,15,2024,780575
0,70,4,70,3925357,5,14,13,2024,780575
0,71,23,71,15818,6,1,13,2024,780575
0,72,0,72,3917315,6,2,15,2024,780575
3,73,6,73,4360248,6,3,9,2024,780575
1,74,20,74,4366031,6,4,12,2024,780575
0,75,2,75,3916148,6,5,17,2024,780575
0,76,4,76,4426354,6,6,11,2024,780575
0,77,4,77,2976499,6,7,16,2024,780575
0,78,23,78,3121422,6,8,6,2024,780575
0,79,23,79,4430878,6,9,10,2024,780575
0,80,20,80,4241474,6,10,8,2024,780575
0,81,2,81,3068267,6,11,4,2024,780575
0,82,6,82,4432665,6,12,1,2024,780575
0,83,20,83,4428331,6,13,14,2024,780575
0,84,4,84,4683062,6,14,3,2024,780575
0,85,23,85,4241463,7,1,3,2024,780575
0,86,0,86,4036378,7,2,14,2024,780575
0,87,23,87,4362249,7,3,1,2024,780575
0,88,23,88,3128720,7,4,4,2024,780575
0,89,0,89,2577417,7,5,8,2024,780575
0,90,6,90,4258595,7,6,10,2024,780575
0,91,0,91,4426348,7,7,6,2024,780575
0,92,23,92,2576414,7,8,16,2024,780575
0,93,23,93,3932905,7,9,11,2024,780575
0,94,4,94,3121427,7,10,17,2024,780575
1,95,2,95,4569987,7,11,12,2024,780575
3,96,20,96,3895856,7,12,9,2024,780575
0,97,6,97,4242355,7,13,15,2024,780575
0,98,20,98,4612826,7,14,13,2024,780575
0,99,0,99,4241479,8,1,13,2024,780575
0,100,20,100,15795,8,2,15,2024,780575
3,101,20,101,4428557,8,3,9,2024,780575
1,102,20,102,4361579,8,4,12,2024,780575
0,103,20,103,4361741,8,5,17,2024,780575
0,104,20,104,14880,8,6,11,2024,780575
0,105,17,105,15683,8,7,16,2024,780575
0,106,20,106,3051392,8,8,6,2024,780575
0,107,20,107,4038941,8,9,10,2024,780575
0,108,6,108,4036133,8,10,8,2024,780575
0,109,17,109,3050478,8,11,4,2024,780575
0,110,20,110,3046779,8,12,1,2024,780575
0,111,20,111,4635008,8,13,14,2024,780575
0,112,17,112,3917232,8,14,3,2024,780575
0,113,20,113,4241985,9,1,3,2024,780575
0,114,20,114,4035676,9,2,14,2024,780575
0,115,20,115,4248528,9,3,1,2024,780575
0,116,20,116,4360310,9,4,4,2024,780575
0,117,20,117,3117256,9,5,8,2024,780575
0,118,20,118,4426388,9,6,10,2024,780575
0,119,20,119,3128429,9,7,6,2024,780575
0,120,20,120,4431611,9,8,16,2024,780575
0,121,20,121,3122840,9,9,11,2024,780575
0,122,4,122,4427095,9,10,17,2024,780575
1,123,20,123,4241372,9,11,12,2024,780575
3,124,20,124,4429205,9,12,9,2024,780575
0,125,20,125,4040761,9,13,15,2024,780575
3,126,16,126,-16005,9,14,13,2024,780575
3,127,17,127,3953687,10,1,13,2024,780575
0,128,20,128,2577327,10,2,15,2024,780575
3,129,16,129,-16025,10,3,9,2024,780575
1,130,20,130,4429096,10,4,12,2024,780575
0,131,16,131,-16002,10,5,17,2024,780575
0,132,20,132,4372019,10,6,11,2024,780575
0,133,16,133,-16033,10,7,16,2024,780575
0,134,16,134,-16006,10,8,6,2024,780575
0,135,20,135,4431299,10,9,10,2024,780575
3,136,20,136,3915486,10,10,8,2024,780575
0,137,16,137,-16020,10,11,4,2024,780575
0,138,20,138,4426385,10,12,1,2024,780575
0,139,20,139,3916433,10,13,14,2024,780575
0,140,16,140,-16021,10,14,3,2024,780575
0,141,20,141,4360294,11,1,3,2024,780575
0,142,6,142,4361411,11,2,14,2024,780575
0,143,20,143,4429275,11,3,1,2024,780575
0,144,20,144,4373626,11,4,4,2024,780575
0,145,20,145,12483,11,5,8,2024,780575
0,146,20,146,4040655,11,6,10,2024,780575
0,147,20,147,3917792,11,7,6,2024,780575
0,148,20,148,3045138,11,8,16,2024,780575
0,149,20,149,3051926,11,9,11,2024,780575
0,150,20,150,16460,11,10,17,2024,780575
1,151,20,151,4362238,11,11,12,2024,780575
3,152,17,152,2971573,11,12,9,2024,780575
2,153,20,153,4685720,11,13,15,2024,780575
0,154,20,154,4432773,11,14,13,2024,780575
0,155,20,155,4038815,12,1,13,2024,780575
2,156,16,156,-16023,12,2,15,2024,780575
3,157,20,157,4032473,12,3,9,2024,780575
1,158,16,158,-16018,12,4,12,2024,780575
0,159,17,159,4372066,12,5,17,2024,780575
0,160,20,160,4599739,12,6,11,2024,780575
0,161,20,161,3046439,12,7,16,2024,780575
0,162,17,162,4360234,12,8,6,2024,780575
1,163,20,163,4722893,12,9,10,2024,780575
3,164,16,164,-16008,12,10,8,2024,780575
0,165,20,165,4045163,12,11,4,2024,780575
0,166,17,166,3055899,12,12,1,2024,780575
0,167,20,167,4429023,12,13,14,2024,780575
0,168,20,168,4242431,12,14,3,2024,780575
0,169,20,169,3052587,13,1,3,2024,780575
0,170,16,170,-16012,13,2,14,2024,780575
0,171,16,171,-16024,13,3,1,2024,780575
0,172,20,172,16731,13,4,4,2024,780575
3,173,17,173,3049899,13,5,8,2024,780575
0,174,17,174,4362081,13,6,10,2024,780575
0,175,20,175,4430034,13,7,6,2024,780575
0,176,20,176,4373678,13,8,16,2024,780575
0,177,20,177,4597500,13,9,11,2024,780575
0,178,20,178,4243537,13,10,17,2024,780575
1,179,17,179,14993,13,11,12,2024,780575
3,180,20,180,4682745,13,12,9,2024,780575
3,181,17,181,4249087,13,13,15,2024,780575
0,182,20,182,4685247,13,14,13,2024,780575
0,183,20,183,4428850,14,1,13,2024,780575
3,184,20,184,4361432,14,2,15,2024,780575
3,185,20,185,4686472,14,3,9,2024,780575
1,186,20,186,4036131,14,4,12,2024,780575
0,187,20,187,3043116,14,5,17,2024,780575
0,188,20,188,4249417,14,6,11,2024,780575
1,189,20,189,2468609,14,7,16,2024,780575
