,player_name,player_id,pro_team,projected_points,year,eligible_slots,proj_rushingAttempts,proj_rushingYards,proj_rushingTouchdowns,proj_rushing2PtConversions,proj_27,proj_28,proj_29,proj_30,proj_31,proj_33,proj_34,proj_rushing40PlusYardTD,proj_rushing50PlusYardTD,proj_rushing100To199YardGame,proj_rushing200PlusYardGame,proj_rushingYardsPerAttempt,proj_receivingYards,proj_receivingTouchdowns,proj_receiving2PtConversions,proj_receiving40PlusYardTD,proj_receiving50PlusYardTD,proj_47,proj_48,proj_49,proj_50,proj_51,proj_receivingReceptions,proj_receiving100To199YardGame,proj_receiving200PlusYardGame,proj_receivingTargets,proj_receivingYardsPerReception,proj_2PtConversions,proj_fumbleRecoveredForTD,proj_66,proj_67,proj_fumbles,proj_70,proj_71,proj_lostFumbles,proj_turnovers,proj_210,proj_211,proj_212,proj_passingAttempts,proj_passingCompletions,proj_passingIncompletions,proj_passingYards,proj_passingTouchdowns,proj_5,proj_6,proj_7,proj_8,proj_9,proj_10,proj_11,proj_12,proj_passing40PlusYardTD,proj_passing50PlusYardTD,proj_passing300To399YardGame,proj_passing400PlusYardGame,proj_passing2PtConversions,proj_passingInterceptions,proj_passingCompletionPercentage,proj_passingTimesSacked,proj_65,proj_69,proj_madeFieldGoalsFrom50Plus,proj_attemptedFieldGoalsFrom50Plus,proj_missedFieldGoalsFrom50Plus,proj_madeFieldGoalsFrom40To49,proj_attemptedFieldGoalsFrom40To49,proj_missedFieldGoalsFrom40To49,proj_madeFieldGoalsFromUnder40,proj_attemptedFieldGoalsFromUnder40,proj_missedFieldGoalsFromUnder40,proj_madeFieldGoals,proj_attemptedFieldGoals,proj_missedFieldGoals,proj_madeExtraPoints,proj_attemptedExtraPoints,proj_missedExtraPoints,proj_198,proj_199,proj_200,proj_214,proj_215,proj_216,proj_defensive0PointsAllowed,proj_defensive1To6PointsAllowed,proj_defensive7To13PointsAllowed,proj_defensive14To17PointsAllowed,proj_defensiveBlockedKickForTouchdowns,proj_defensiveTouchdowns,proj_defensiveInterceptions,proj_defensiveFumbles,proj_defensiveBlockedKicks,proj_defensiveSafeties,proj_defensiveSacks,proj_100,proj_kickoffReturnTouchdowns,proj_puntReturnTouchdowns,proj_interceptionReturnTouchdowns,proj_fumbleReturnTouchdowns,proj_defensivePlusSpecialTeamsTouchdowns,proj_defensiveForcedFumbles,proj_defensiveTotalTackles,proj_110,proj_111,proj_112,proj_defensivePassesDefensed,proj_kickoffReturnYards,proj_puntReturnYards,proj_116,proj_117,proj_puntsReturned,proj_119,proj_defensivePointsAllowed,proj_defensive18To21PointsAllowed,proj_defensive22To27PointsAllowed,proj_defensive28To34PointsAllowed,proj_defensive35To45PointsAllowed,proj_defensive45PlusPointsAllowed,proj_126,proj_defensiveYardsAllowed,proj_defensive100To199YardsAllowed,proj_defensive200To299YardsAllowed,proj_defensive300To349YardsAllowed,proj_defensive350To399YardsAllowed,proj_defensive400To449YardsAllowed,proj_defensive450To499YardsAllowed,proj_defensive500To549YardsAllowed,proj_defensive550PlusYardsAllowed,proj_137,proj_defensiveAssistedTackles,proj_defensiveSoloTackles
193,Tank Dell,4366031,HOU,104.84,2026,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",8.408224433,2.622687482,0.197098573,0.014263509,8.0,4.0,2.0,1.0,,1.0,,0.015490518,0.010843363,0.00481,0.000164,5.302628106,27.172367,2.655910098,0.174614202,0.156014785,0.101955662,92.0,46.0,23.0,18.0,9.0,37.94825833,0.314296833,0.009720521,60.34371845,12.17263346,0.188877711,0.003116287,0.128463163,0.579783917,0.70824708,0.059093055,0.324678993,0.383772048,0.383772048,17.0,4.235203547,21.32421659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024386857,,,,,,,,,,,33.02386904,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
194,Jauan Jennings,3886598,MIN,113.99,2026,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,28.60542062,3.33533418,0.195743633,0.092199025,0.060252063,97.0,48.0,24.0,19.0,9.0,46.47538709,0.35822439,0.011079105,71.89875581,10.46343411,0.195743633,0.003596377,,0.817358421,0.817358421,,0.457720716,0.457720716,0.457720716,17.0,,24.21746349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,James Conner,3045147,ARI,0.0,2026,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Cam Ward,4688380,TEN,218.62,2026,"['QB', 'OP', 'BE', 'IR']",46.55141755,11.78724704,2.027602081,0.027226454,40.0,20.0,10.0,8.0,4.0,9.0,4.0,0.08753314,0.061273198,0.102244779,0.003489222,4.304556342,,,,,,,,,,,,,,,,0.28559567,0.043647993,0.714748106,,9.919998499,0.328784129,,4.747304317,15.03419796,17.0,13.17772077,,558.267398,354.9643638,203.3030342,220.8249509,16.42347818,750.0,375.0,187.0,150.0,75.0,37.0,70.0,35.0,2.848778804,1.861676948,2.430327148,0.328273474,0.258369216,10.28689364,0.635832157,41.2689298,9.205250393,4.418520189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Cowboys D/ST,-16006,DAL,72.13,2026,"['D/ST', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095123901,0.424660272,1.851518785,2.174260592,0.124687705,1.544069371,11.19588367,7.554368729,1.902281185,0.262191526,38.37389153,76.74778306,0.248052575,0.285437788,1.013592816,0.530476555,2.202247438,11.62210574,1033.547879,344.0,206.0,51.74462321,66.80767573,1835.588471,234.5854146,183.0,73.0,23.0,9.0,399.844828,2.463029576,4.212629896,3.550159872,1.970423661,0.258193445,23.520284,5967.919549,0.220735118,2.377147423,3.175189772,4.261885737,3.633639632,2.207351179,0.865960847,0.258090292,351.0540911,,
198,Terrance Ferguson,4570037,LAR,135.92,2026,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,34.12269636,5.403984285,0.073637652,0.182786392,0.119450907,116.0,58.0,29.0,23.0,11.0,45.95993547,0.573732519,0.017744305,73.08208428,12.62155467,0.073637652,0.002472965,,0.562037443,0.562037443,,0.314740968,0.314740968,0.314740968,17.0,,27.53234039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Chig Okonkwo,4360635,WSH,121.35,2026,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,32.42960954,2.192701294,0.170573432,0.154276394,0.100819623,110.0,55.0,27.0,22.0,11.0,53.38932863,0.499617826,0.015452098,72.24687482,10.32609655,0.170573432,0.002141098,,0.486613198,0.486613198,,0.272503391,0.272503391,0.272503391,17.0,,27.11889259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Bears D/ST,-16003,CHI,92.61,2026,"['D/ST', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151269746,0.679864027,2.566486703,2.583483303,0.126516905,1.596955525,13.11320337,9.842576144,1.815323658,0.259813786,38.59959077,77.19918154,0.170441979,0.29971853,1.068334933,0.528620592,2.193632939,15.14242484,1014.426688,338.0,202.0,35.02952087,84.75867209,1608.083017,281.3480294,160.0,64.0,28.0,11.0,377.4528438,2.464507099,3.858228354,2.99140172,1.512697461,0.192061588,22.20310846,5897.249529,0.348343246,3.228547154,3.474936279,4.095157179,3.169073917,1.784197111,0.696686491,0.203058624,346.8970311,,
201,Buccaneers D/ST,-16027,TB,93.9,2026,"['D/ST', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198109433,0.89276783,3.162948885,2.924877463,0.123736491,1.552764259,12.06755468,5.11646221,1.929760087,0.264212384,41.99397063,83.98794126,0.149242319,0.223141152,1.027887894,0.524876364,2.048884221,7.871480324,1014.317079,338.0,202.0,57.1437048,78.29755857,1575.239212,311.9843884,157.0,63.0,31.0,12.0,362.5354153,2.465739722,3.562568771,2.525257577,1.130839252,0.136891067,21.32561266,5760.472224,0.52731639,4.422653592,3.895337202,3.86131679,2.517510506,1.190714429,0.459275565,0.125875525,338.8513073,,
202,49ers D/ST,-16025,SF,82.72,2026,"['D/ST', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132546981,0.594762095,2.328068772,2.447021192,0.124426733,1.56144102,11.23851602,8.808261467,1.920733423,0.265369865,38.82177989,77.64355979,0.188068376,0.238286078,1.035497264,0.525943756,2.112222206,13.55117149,1058.712215,352.0,211.0,43.37552421,59.89804336,1679.645152,250.4711611,167.0,67.0,25.0,10.0,382.861567,2.464014394,3.976409436,3.177728908,1.665333866,0.214114354,22.52126865,5874.255389,0.425,3.74,3.655,3.995,2.89,1.53,0.595,0.17,345.5444346,,
203,Dalton Schultz,3117256,HOU,132.69,2026,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,32.67440932,3.089211333,0.20311061,0.09099944,0.059468134,111.0,55.0,27.0,22.0,11.0,59.45615413,0.510093687,0.015776093,82.28688879,9.342430006,0.20311061,0.002846032,,0.64682541,0.64682541,,0.36222223,0.36222223,0.36222223,17.0,,28.98307961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Germie Bernard,4685261,PIT,126.36,2026,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",2.142602749,0.685470794,0.082128342,0.002766205,2.0,1.0,,,,,,0.003933919,0.002753744,0.000265414,9.06e-06,5.438713965,34.92141023,3.203718643,0.098028676,0.141855358,0.092702476,118.0,59.0,29.0,23.0,11.0,47.11599647,0.611101596,0.018900049,79.35141676,12.60005133,0.100794881,0.003949975,0.03904822,0.858673309,0.897721529,0.017962181,0.480857053,0.498819234,0.498819234,17.0,2.656853922,27.27055362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05028319,,,,,,,,,,,449.0809027,,44.0,17.0,,,,,,,,,,,,,,,,,,,,,
205,Cooper Kupp,2977187,SEA,101.35,2026,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,27.74772185,2.822195523,0.102559859,0.213206491,0.139330442,94.0,47.0,23.0,18.0,9.0,37.85631379,0.332886493,0.010295459,57.21098498,12.46057062,0.102559859,0.002573721,,0.584936577,0.584936577,,0.327564483,0.327564483,0.327564483,17.0,,21.64097861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Brandon Aiyuk,4360438,SF,0.0,2026,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Saints D/ST,-16018,NO,83.85,2026,"['D/ST', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.160633937,0.722427757,2.685731427,2.651734827,0.123278834,1.562981454,11.55808291,6.279896258,1.955876959,0.264209115,38.09331718,76.18663436,0.180576485,0.27341616,1.041483519,0.521497935,2.140252933,9.661378859,1010.971016,336.0,202.0,43.72055865,76.84364976,1645.416721,273.41616,164.0,65.0,27.0,10.0,373.1578932,2.464753525,3.799120088,2.898210179,1.436356364,0.181031897,21.95046431,5897.203391,0.373887834,3.398980306,3.534939518,4.061781466,3.076077177,1.699490153,0.66280116,0.192042387,346.8943171,,
208,Darnell Mooney,4040655,NYG,91.61,2026,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",2.226077295,0.700835117,0.076561815,0.003215955,2.0,1.0,,,,,,0.004087373,0.002861161,0.000280372,9.57e-06,5.352103908,26.52633104,2.432557166,0.129995051,0.169526116,0.110785317,90.0,45.0,22.0,18.0,9.0,30.83170858,0.3211014,0.009930971,57.8104253,14.62609918,0.133211006,0.002193864,0.033575585,0.465029966,0.498605551,0.015444769,0.260416781,0.27586155,0.27586155,17.0,2.666594693,19.30793039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Pat Freiermuth,4361411,PIT,135.84,2026,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,35.34572564,2.785323342,0.085224121,0.111248057,0.072700605,120.0,60.0,30.0,24.0,12.0,59.88095948,0.6318428,0.01954153,85.0193751,10.03453086,0.085224121,0.003697797,,0.840408422,0.840408422,,0.470628717,0.470628717,0.470628717,17.0,,30.20793748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Jake Elliott,3050478,PHI,135.86,2026,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.224575086,7.7349048,2.510329714,6.952170879,8.8398912,1.887720321,14.96062637,15.924804,0.964177625,27.13737234,32.4996,5.36222766,42.40508963,44.99431689,2.589227257,5.224575086,7.7349048,2.510329714,1043.793535,249.4305478,1293.224083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Mike Washington Jr.,4686658,LV,63.97,2026,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",88.61699989,21.47272605,2.241760448,0.12680544,73.0,36.0,18.0,14.0,7.0,17.0,8.0,0.170377583,0.119264308,0.344087533,0.0117,4.119258645,3.520852515,0.272792781,0.017375493,0.042539134,0.027799324,11.0,5.0,2.0,2.0,1.0,8.34753007,0.029379804,0.000908654,10.8331137,7.170323706,0.144180934,0.00365052,0.758239239,0.071424499,0.829663738,0.34879005,0.03999772,0.388787769,0.388787769,17.0,21.45256061,2.515068559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Braelon Allen,4685247,NYJ,74.71,2026,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",82.54091085,20.44909121,2.902005324,0.327967744,69.0,34.0,17.0,13.0,6.0,16.0,8.0,0.158188216,0.110731751,0.311163103,0.0106,4.211663611,5.265538893,0.422952569,0.0515981,0.04481853,0.029288909,17.0,8.0,4.0,3.0,1.0,12.72271518,0.039981051,0.001236527,15.92695371,7.035774984,0.379565844,0.003470448,0.683399996,0.10533811,0.788738106,0.314363998,0.058989341,0.37335334,0.37335334,17.0,20.98805549,4.391617525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Bryce Young,4685720,CAR,237.04,2026,"['QB', 'OP', 'BE', 'IR']",57.8011684,16.02711713,2.143928725,0.14969024,54.0,27.0,13.0,10.0,5.0,11.0,5.0,0.109335395,0.076534777,0.189680869,0.00647308,4.713762694,,,,,,,,,,,,,,,,1.384703322,0.036449814,0.754636686,,8.284048561,0.347132875,,3.961250576,16.09119849,17.0,16.38163044,,539.5124331,335.8382764,203.6741567,214.2218908,20.34318977,728.0,364.0,182.0,145.0,72.0,36.0,67.0,33.0,2.694656603,1.76095809,2.194473896,0.296415884,1.235013082,12.12994791,0.622484777,37.20058909,7.529411876,3.6141177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Antonio Williams,5081432,WSH,114.02,2026,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",4.081834722,1.312472385,0.200826982,0.011831277,4.0,2.0,1.0,,,,,0.007502348,0.005251644,0.001124237,3.84e-05,5.466176869,30.52980485,3.182178811,0.248386685,0.226124177,0.14777215,103.0,51.0,25.0,20.0,10.0,40.48217684,0.424862324,0.013140072,61.9258927,12.82062189,0.260217962,0.003573523,0.074390075,0.73777416,0.812164235,0.034219435,0.41315353,0.447372964,0.447372964,17.0,3.223063962,23.69092411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099408204,,,,,,,,,,,99.40820384,,,9.0,3.0,,,,,,,,,,,,,,,,,,,
215,De'Zhaun Stribling,4710714,SF,100.51,2026,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,29.31468604,3.116037866,0.159704857,0.332747408,0.217450431,99.0,49.0,24.0,19.0,9.0,33.16021033,0.38705454,0.011970759,53.89694701,15.02854348,0.159704857,0.002659069,,0.604333764,0.604333764,,0.338426908,0.338426908,0.338426908,17.0,,21.42532085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Trey Smack,4869461,GB,144.19,2026,"['Rookie', 'K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.744558019,8.4231056,2.678547581,7.633740275,9.6264064,1.992666125,16.40523685,17.341688,0.936451152,29.78353514,35.3912,5.607664858,41.32440826,43.54521418,2.220805923,5.744558019,8.4231056,2.678547581,1145.881551,262.4050795,1408.28663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Jalen Nailor,4382466,LV,123.21,2026,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",2.091719684,0.652177516,0.076096395,0.0043047,2.0,1.0,,,,,,0.003840392,0.002688274,0.000236996,8.09e-06,5.300431919,35.63081874,3.012010783,0.191677827,0.186897856,0.122137749,121.0,60.0,30.0,24.0,12.0,44.15221216,0.64667486,0.020000253,75.83179588,13.71899366,0.195982527,0.003495088,0.035929753,0.758408534,0.794338286,0.016527686,0.424708779,0.441236465,0.441236465,17.0,2.630155098,26.84918308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,George Holani,4429835,SEA,40.82,2026,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",38.85772932,9.657968694,1.528737425,0.043611637,32.0,16.0,8.0,6.0,3.0,7.0,3.0,0.074919956,0.052443969,0.168,0.00575,4.225297532,3.659299174,0.283339562,0.010291209,0.018163305,0.01186972,12.0,6.0,3.0,2.0,1.0,8.008278273,0.023477621,0.000726112,10.62705173,7.76797257,0.053902846,0.001764411,0.332480846,0.068521738,0.401002584,0.152941189,0.038372173,0.191313362,0.191313362,17.0,11.11617216,3.250887621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034377494,,,,,,,,,,,307.026584,,30.0,12.0,,,,,,,,,,,,,,,,,,,,,
219,Titans D/ST,-16010,TEN,74.8,2026,"['D/ST', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085772804,0.38215606,1.732440803,2.106104506,0.12788835,1.602046755,12.09787694,6.527698891,1.836501706,0.266123434,41.3203056,82.64061119,0.157324942,0.666186789,1.067927327,0.534119428,2.553446836,10.04261368,1028.385108,342.0,205.0,50.05372323,82.57959232,1716.392887,456.0456077,171.0,68.0,45.0,18.0,403.7532463,2.462783495,4.27165551,3.643221101,2.046658008,0.269207713,23.75019096,5980.547693,0.195236431,2.207020522,3.115294353,4.295201478,3.726469266,2.291905927,0.89978529,0.269086733,351.7969231,,
220,Chris Bell,4869961,MIA,87.66,2026,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,26.40369834,1.657471504,0.086804221,0.197457296,0.129038343,89.0,44.0,22.0,17.0,8.0,34.22783456,0.292394212,0.00904312,55.32637204,13.11397223,0.086804221,0.00274468,,0.62379086,0.62379086,,0.349322881,0.349322881,0.349322881,17.0,,19.70758548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Bills D/ST,-16002,BUF,66.59,2026,"['D/ST', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057730723,0.254694367,1.375349581,1.901717938,0.124643602,1.556645532,11.76224654,6.775924269,1.926103844,0.263233682,40.81270646,81.62541291,0.378820626,0.21451815,1.027454464,0.529191068,2.274627909,10.42449888,1012.753376,337.0,202.0,52.41691095,70.16872536,1827.378483,217.5448609,182.0,73.0,21.0,8.0,413.9683385,2.462045545,4.448661606,3.922293248,2.275269676,0.302237315,24.35107873,6134.776628,0.118786185,1.696945498,2.935715712,4.39508884,4.004791376,2.545418247,1.001197844,0.302056299,360.8692134,,
222,AJ Barner,4576297,SEA,112.72,2026,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",9.201484621,1.057597908,0.465879834,0.013301821,3.0,1.0,,,,1.0,,0.016959317,0.011871522,0.000713034,2.43e-05,1.953941693,25.45254017,3.636331397,0.132202033,0.118552026,0.077473749,86.0,43.0,21.0,17.0,8.0,44.71959495,0.267432066,0.008271095,60.47979239,9.675695482,0.145503854,0.003758959,0.145785479,0.708523446,0.854308925,0.067061321,0.39677313,0.46383445,0.46383445,17.0,3.585395798,22.4622937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Justice Hill,4038441,BAL,113.03,2026,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",48.77017736,13.12875025,1.357424934,0.03514949,44.0,22.0,11.0,8.0,4.0,9.0,4.0,0.0918158,0.06427106,0.127155685,0.004339336,4.576336736,20.53815348,1.677548604,0.055302202,0.094138752,0.061519675,69.0,34.0,17.0,13.0,6.0,39.46610002,0.166123776,0.005137849,51.30778961,8.846797861,0.090451691,0.003683616,0.462731273,0.37445422,0.837185493,0.212856386,0.209694363,0.422550749,0.422550749,17.0,13.58293607,18.16004047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Keaton Mitchell,4596334,LAC,63.46,2026,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",62.39163919,17.27734559,1.791357159,0.044755767,58.0,29.0,14.0,11.0,5.0,12.0,6.0,0.118318027,0.082822619,0.222216771,0.00758,4.707599911,5.44776087,0.463148587,0.01147137,0.050894116,0.033259305,18.0,9.0,4.0,3.0,1.0,12.02925445,0.040992525,0.00126781,15.93195438,7.698892329,0.056227138,0.003065675,0.584123954,0.112620469,0.696744423,0.268697019,0.063067463,0.331764482,0.331764482,17.0,17.11531763,4.335416183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073510565,,,,,,,,,,,872.3438553,,87.0,34.0,,,,,,,,,,,,,,,,,,,,,
225,Isaac TeSlaa,5123663,DET,72.81,2026,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,17.75121428,3.230643921,0.071322768,0.188629651,0.123269477,60.0,30.0,15.0,12.0,6.0,23.75261894,0.126688724,0.003918208,37.64599139,12.70473137,0.071322768,0.001904688,,0.432883552,0.432883552,,0.242414789,0.242414789,0.242414789,17.0,,13.90700637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,David Njoku,3123076,LAC,74.51,2026,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,17.57036599,2.790455138,0.069106117,0.110418067,0.072158207,59.0,29.0,14.0,11.0,5.0,28.99694288,0.124696547,0.003856594,42.48521169,10.30095562,0.069106117,0.001499357,,0.340763047,0.340763047,,0.190827306,0.190827306,0.190827306,17.0,,14.8375802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Adonai Mitchell,4597500,NYJ,125.25,2026,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",2.172129233,0.656699447,0.10838025,0.012248505,2.0,1.0,,,,,,0.003988199,0.00279174,0.00024074,8.22e-06,5.139606994,35.93089118,3.522523979,0.429450488,0.210027474,0.137252954,122.0,61.0,30.0,24.0,12.0,41.5268413,0.660792822,0.020436891,74.32578396,14.70916474,0.441698993,0.003845509,0.043442585,0.830536826,0.873979411,0.019983589,0.465100623,0.485084212,0.485084212,17.0,2.661703542,26.60020326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
