,player_name,player_id,pro_team,projected_points,year,eligible_slots,proj_defensive0PointsAllowed,proj_defensive1To6PointsAllowed,proj_defensive7To13PointsAllowed,proj_defensive14To17PointsAllowed,proj_defensiveBlockedKickForTouchdowns,proj_defensiveTouchdowns,proj_defensiveInterceptions,proj_defensiveFumbles,proj_defensiveBlockedKicks,proj_defensiveSafeties,proj_defensiveSacks,proj_100,proj_kickoffReturnTouchdowns,proj_puntReturnTouchdowns,proj_interceptionReturnTouchdowns,proj_fumbleReturnTouchdowns,proj_defensivePlusSpecialTeamsTouchdowns,proj_defensiveForcedFumbles,proj_defensiveTotalTackles,proj_110,proj_111,proj_112,proj_defensivePassesDefensed,proj_kickoffReturnYards,proj_puntReturnYards,proj_116,proj_117,proj_puntsReturned,proj_defensivePointsAllowed,proj_defensive18To21PointsAllowed,proj_defensive22To27PointsAllowed,proj_defensive28To34PointsAllowed,proj_defensive35To45PointsAllowed,proj_defensive45PlusPointsAllowed,proj_126,proj_defensiveYardsAllowed,proj_defensive100To199YardsAllowed,proj_defensive200To299YardsAllowed,proj_defensive300To349YardsAllowed,proj_defensive350To399YardsAllowed,proj_defensive400To449YardsAllowed,proj_defensive450To499YardsAllowed,proj_defensive500To549YardsAllowed,proj_defensive550PlusYardsAllowed,proj_137,proj_210,proj_madeFieldGoalsFrom50Plus,proj_attemptedFieldGoalsFrom50Plus,proj_missedFieldGoalsFrom50Plus,proj_madeFieldGoalsFrom40To49,proj_attemptedFieldGoalsFrom40To49,proj_missedFieldGoalsFrom40To49,proj_madeFieldGoalsFromUnder40,proj_attemptedFieldGoalsFromUnder40,proj_missedFieldGoalsFromUnder40,proj_madeFieldGoals,proj_attemptedFieldGoals,proj_missedFieldGoals,proj_madeExtraPoints,proj_attemptedExtraPoints,proj_missedExtraPoints,proj_198,proj_199,proj_200,proj_214,proj_215,proj_216,proj_rushingAttempts,proj_rushingYards,proj_rushingTouchdowns,proj_rushing2PtConversions,proj_rushing40PlusYardTD,proj_rushing50PlusYardTD,proj_rushing100To199YardGame,proj_rushing200PlusYardGame,proj_rushingYardsPerAttempt,proj_receivingYards,proj_receivingTouchdowns,proj_receiving2PtConversions,proj_receiving40PlusYardTD,proj_receiving50PlusYardTD,proj_47,proj_48,proj_receivingReceptions,proj_receiving100To199YardGame,proj_receiving200PlusYardGame,proj_receivingTargets,proj_receivingYardsPerReception,proj_2PtConversions,proj_fumbleRecoveredForTD,proj_66,proj_67,proj_fumbles,proj_70,proj_71,proj_lostFumbles,proj_turnovers,proj_212,proj_213,proj_27,proj_28,proj_29,proj_30,proj_33,proj_34,proj_49,proj_50,proj_119,proj_passingAttempts,proj_passingCompletions,proj_passingIncompletions,proj_passingYards,proj_passingTouchdowns,proj_5,proj_6,proj_7,proj_8,proj_9,proj_10,proj_11,proj_12,proj_passing40PlusYardTD,proj_passing50PlusYardTD,proj_passing300To399YardGame,proj_passing400PlusYardGame,proj_passing2PtConversions,proj_passingInterceptions,proj_passingCompletionPercentage,proj_passingTimesSacked,proj_65,proj_69,proj_211
30,Tyreek Hill,3116406,MIA,262.72,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Wil Lutz,2985659,DEN,135.38,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.29018182,0.418455768,0.128273948,0.429860218,0.541073039,0.111212821,0.950719035,0.98677709,0.036058055,1.670761073,1.946305897,0.275544824,2.102799064,2.196229377,0.093430312,0.29018182,0.418455768,0.128273948,63.53509912,13.01311181,76.54821093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Bears D/ST,-16003,CHI,95.87,2025,"['D/ST', 'BE', 'IR']",0.003395925,0.014982022,0.080902917,0.111865761,0.007091591,0.106774475,0.99214645,0.491082436,0.105020998,0.013787109,1.69003619,3.380072379,0.031655207,0.007133491,0.073529799,0.033244677,0.152654765,0.755511441,62.88006913,20.0,12.0,3.014398553,4.49602863,94.16163213,17.13312525,9.0,3.0,1.0,27.86362337,0.144826209,0.261685977,0.230723132,0.133839393,0.017778666,27.86362337,383.063252,0.009985022,0.11982027,0.179730404,0.254618073,0.224663005,0.139790315,0.054917624,0.016475287,383.063252,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Justin Fields,4362887,NYJ,297.75,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,James Conner,3045147,ARI,249.79,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Audric Estime,4569682,NO,0.0,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,7.84734911,32.26226802,0.122840268,0.007656866,0.015435835,0.010805084,0.0454,0.00155,4.111231393,23.06158144,0.084325666,0.005216876,0.004676284,0.003055952,4.0,2.0,2.842710076,0.012474009,0.000386,3.512935826,8.112533754,0.012873742,0.000386,0.064363688,0.02331581,0.087679498,0.029607296,0.013056854,0.04266415,0.04266415,1.779556688,1.250747402,6.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Will Reichard,4567104,MIN,133.95,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.305867997,0.425281483,0.119413485,0.451034217,0.549898847,0.09886463,0.992055148,1.002873077,0.01081793,1.748957362,1.978053407,0.229096045,1.397902256,1.426430873,0.028528617,0.305867997,0.425281483,0.119413485,66.57506606,11.22177445,77.79684051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Sean Tucker,4430871,TB,27.21,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.007460398,,,,,,,,,,,30.67597748,,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.10049953,17.81296435,0.236831013,0.020765463,0.00780513,0.005463591,0.0138,0.000471,4.344096181,,,,,,,,,,,,,0.020765463,0.000186,0.042163973,,0.042163973,0.019395427,,0.019395427,0.019395427,1.149018569,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Brandon Aiyuk,4360438,SF,111.61,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Xavier Legette,4430034,CAR,165.19,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00678188,0.202392,0.013580422,0.002696701,0.001762294,4.0,2.0,2.090242457,0.011253845,0.000348,3.841933349,10.52833933,0.013580422,0.000157,,0.035746979,0.035746979,,0.020018308,0.020018308,0.020018308,,1.098427149,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Tank Bigsby,4429013,PHI,109.58,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.326208814,11.9902461,0.07240321,0.002493167,0.004357833,0.003050483,0.00622,0.000212,5.154415213,1.454135393,0.005959234,0.000293692,0.001949326,0.001273885,,,0.210393188,0.000811109,2.51e-05,0.295668948,6.911513656,0.002786859,0.000142,0.029565132,0.002674009,0.032239141,0.013599961,0.001497445,0.015097406,0.015097406,0.722037577,0.022861709,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Brandon McManus,16339,GB,136.74,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.27953441,0.417386219,0.137851809,0.415953192,0.539690088,0.123736896,0.924929979,0.984254945,0.059324966,1.620417581,1.941331253,0.320913672,2.322838635,2.487709022,0.164870386,0.27953441,0.417386219,0.137851809,61.56065115,14.79190702,76.35255817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Michael Mayer,4429086,LV,72.56,2025,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.60715206,0.251620002,0.013641322,0.006806902,0.00444831,8.0,4.0,4.162942726,0.062199071,0.00192,5.955681966,10.23486386,0.013641322,0.00023,,0.052244788,0.052244788,,0.029257082,0.029257082,0.029257082,,2.1590714,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
43,Tyler Bass,3917232,BUF,108.24,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Marcus Mariota,2576980,WSH,1.83,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Tez Johnson,4608810,TB,2.1,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.12814061,0.75905174,0.006995626,0.00061338,0.000235276,0.000164693,1.97e-05,6.71e-07,5.92358455,4.201319807,0.030219996,0.003093376,0.006225063,0.004068079,,,0.392944749,0.001984932,6.14e-05,0.599439397,10.69188433,0.003706756,4.24e-05,0.002371079,0.007270943,0.009642022,0.001090696,0.004071728,0.005162425,0.005162425,0.160511578,0.150148405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Kaleb Johnson,4819231,PIT,158.32,2025,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Dolphins D/ST,-16015,MIA,83.81,2025,"['D/ST', 'BE', 'IR']",0.010551055,0.04750475,0.172017202,0.164016402,0.006137104,0.095307308,0.549205099,0.488195801,0.104702744,0.013441581,2.070800795,4.141601589,0.020305608,0.017385564,0.064269253,0.031038055,0.139135585,0.751070463,62.42121997,20.0,12.0,2.934037478,3.358983274,83.67303926,17.90819064,8.0,3.0,1.0,20.97979821,0.145014501,0.216521652,0.159515952,0.075507551,0.009350935,20.97979821,327.8565462,0.029513281,0.250112551,0.225601521,0.229103096,0.153569106,0.075033765,0.029013056,0.008053624,327.8565462,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Commanders D/ST,-16028,WSH,76.05,2025,"['D/ST', 'BE', 'IR']",0.002296785,0.00998602,0.066906331,0.103854604,0.006994085,0.106172894,0.663261575,0.457971769,0.106161777,0.013922955,1.698343207,3.396686414,0.024089226,0.008801058,0.072721367,0.033451527,0.146057262,0.704571952,64.2039466,21.0,12.0,2.362644975,3.789269048,95.97452035,13.85084504,9.0,3.0,1.0,28.67299638,0.144797284,0.268623927,0.241661674,0.14280008,0.019073297,28.67299638,419.2242466,0.002494388,0.069842854,0.162135196,0.264405089,0.25193315,0.164629583,0.064854078,0.019705662,419.2242466,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Raiders D/ST,-16013,LV,64.0,2025,"['D/ST', 'BE', 'IR']",0.007246377,0.032483758,0.129935032,0.139930035,0.00640556,0.100468137,0.522513935,0.331213286,0.108464528,0.013915215,1.888622497,3.777244993,0.019363715,0.007408243,0.068362305,0.032105832,0.133645654,0.509558902,62.38574384,20.0,12.0,2.843719056,3.124399164,80.33552938,10.95929088,8.0,3.0,1.0,22.98932154,0.144927536,0.237381309,0.192403798,0.102448776,0.013243378,22.98932154,308.696501,0.038552045,0.310419066,0.246833225,0.217293346,0.120662895,0.045060832,0.017022981,0.00415561,308.696501,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Jalen Coker,4695883,CAR,108.21,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.08276871,0.241478033,0.016203079,0.005391497,0.003523343,7.0,3.0,3.506686159,0.045584084,0.00141,5.615133356,10.86004478,0.016203079,0.000282,,0.064001437,0.064001437,,0.035840805,0.035840805,0.035840805,,1.880576931,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
51,Jaylen Wright,4682745,MIA,44.34,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.009229822,,,,,,,,,,,33.51882729,,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.852279249,25.7102036,0.174329149,0.006975253,0.011313463,0.007919424,0.0288,0.000983,4.393194943,6.33746944,0.025211954,0.00140326,0.002637958,0.001723905,1.0,,0.831728024,0.002692555,8.33e-05,1.113527726,7.619641589,0.008378513,0.000198,0.039399484,0.005599469,0.044998953,0.018123763,0.003135703,0.021259465,0.021259465,1.475502333,0.307020344,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Jonnu Smith,3054212,PIT,133.71,2025,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.79458796,4.188233884,0.059570018,0.00163,0.001467908,0.001027536,0.000739,2.52e-05,5.270950601,19.08064241,0.102101371,0.004042339,0.00553911,0.003619808,3.0,1.0,1.898053652,0.008460756,0.000262,2.796052215,10.05274134,0.005676976,0.000188,0.012604843,0.030109527,0.04271437,0.005798228,0.016861335,0.022659563,0.022659563,0.355982118,0.932919131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Matt Gay,4249087,None,140.08,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Marvin Mims Jr.,4686472,DEN,147.94,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.011097547,0.014726546,,,,,,,,,,28.53433135,30.12830766,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.73372781,3.909338679,0.026284872,0.00183199,0.001354719,0.000948303,0.000642,2.19e-05,5.328050302,33.08950031,0.155839385,0.011083923,0.015990417,0.010449738,6.0,3.0,2.699319931,0.030986025,0.000958,3.759695497,12.25845811,0.012915914,0.000302,0.014674556,0.053986399,0.068660955,0.006750296,0.030232383,0.036982679,0.036982679,0.318053546,1.523837808,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
55,Jerome Ford,4372019,CLE,108.73,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Mason Taylor,4808766,NYJ,129.72,2025,"['Rookie', 'WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Christian Kirk,3895856,HOU,128.6,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.69414021,0.142633155,0.01206284,0.006193232,0.004047277,5.0,2.0,2.348619595,0.019370022,0.000599,3.956009711,11.79166701,0.01206284,0.000175,,0.039722218,0.039722218,,0.022244442,0.022244442,0.022244442,,1.289718532,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
58,Rashod Bateman,4360939,BAL,135.87,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44827176,0.104398702,0.004670548,0.005853433,0.003825219,3.0,1.0,1.653135272,0.008767184,0.000271,2.814212548,11.76447693,0.004670548,0.000107,,0.024382121,0.024382121,,0.013653988,0.013653988,0.013653988,,0.888171346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Elic Ayomanor,4883647,TEN,88.13,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.78658373,0.194449135,0.00306211,0.006708905,0.004384269,6.0,3.0,2.426551519,0.030222825,0.000935,4.598271277,13.51159597,0.00306211,0.000198,,0.044900251,0.044900251,,0.025144141,0.025144141,0.025144141,,1.469099769,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
60,Joe Flacco,11252,CIN,102.36,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Philip Rivers,5529,IND,0.0,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.687411827,2.55155828,0.023794137,0.001516951,0.001268663,0.000888064,0.000267,9.1e-06,3.711833549,,,,,,,,,,,,,0.098955279,0.00269,0.011252198,,0.611430123,0.005176011,,0.293261415,1.385645849,0.267536965,,,,,,,,,,,34.57359037,22.53523524,12.03835513,212.7144183,1.250873578,42.0,21.0,10.0,8.0,4.0,2.0,4.0,2.0,0.15639708,0.102205491,0.125680944,0.0169762,0.097438328,1.092384433,0.651804889,2.092081826,0.600177925,0.288085404,11.15666713
62,Cedric Tillman,4369863,CLE,165.32,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00038067,0.097014135,0.007547959,0.005028365,0.003286036,3.0,1.0,1.495573717,0.007627852,0.000236,2.696714084,12.0357696,0.007547959,0.000116,,0.026351836,0.026351836,,0.014757028,0.014757028,0.014757028,,0.809311049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Justice Hill,4038441,BAL,107.09,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Jets D/ST,-16020,NYJ,95.16,2025,"['D/ST', 'BE', 'IR']",0.0028463,0.012483771,0.073903925,0.107859782,0.006882354,0.103538396,0.593067113,0.363265301,0.104393169,0.013700916,2.461118668,4.922237336,0.039148895,0.020511388,0.07063784,0.032900556,0.170081033,0.558869694,63.1487493,21.0,12.0,2.010238722,3.872117903,110.8116567,16.99090072,11.0,4.0,1.0,28.53859437,0.144811745,0.265155298,0.236192949,0.138320184,0.018426046,28.53859437,384.6209225,0.008485998,0.109818799,0.176209255,0.256576649,0.230120302,0.144761144,0.056906105,0.017121749,384.6209225,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Cardinals D/ST,-16022,ARI,102.67,2025,"['D/ST', 'BE', 'IR']",0.004495504,0.01998002,0.094905095,0.11988012,0.006477842,0.099760949,0.79002937,0.444034208,0.110186529,0.01413569,2.23819134,4.47638268,0.026047831,0.009093809,0.067944413,0.031816536,0.141380431,0.683129551,60.26921002,20.0,12.0,2.031456062,5.153739236,94.59475509,14.31156786,9.0,3.0,1.0,25.77706391,0.144855145,0.254745255,0.21978022,0.124875125,0.016483516,25.77706391,362.2352613,0.012984419,0.139832201,0.186775869,0.250699161,0.213743508,0.129844187,0.050938873,0.015181782,362.2352613,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Cam Ward,4688380,TEN,255.43,2025,"['Rookie', 'QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.870019119,11.20618812,0.085982878,0.001468824,0.00540306,0.003782142,0.00543,0.000185,3.904569152,,,,,,,,,,,,,0.020660982,0.00236,0.040758074,,0.536058803,0.018748714,,0.256493064,0.821795884,0.738725486,,2.0,1.0,,,,,,,,32.61346152,20.04604537,12.56741614,200.4957396,1.218734503,40.0,20.0,10.0,8.0,4.0,2.0,4.0,2.0,0.140459197,0.091790085,0.104940581,0.014174721,0.019192158,0.56530282,0.614655558,2.263617335,0.495300729,0.23774435,10.20773697
67,DeMario Douglas,4427095,NE,140.37,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.542593644,3.028151312,0.024804414,0.000875254,0.001000059,0.000700041,0.00038,1.3e-05,5.580882389,41.07560664,0.288675657,0.012358806,0.025585709,0.016720261,8.0,4.0,2.972194518,0.056208768,0.00174,4.111152089,13.81995909,0.013234061,0.000309,0.010851873,0.05944389,0.070295763,0.004991862,0.033288579,0.03828044,0.03828044,0.275584279,1.860579238,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
68,Kendrick Bourne,3045523,SF,0.0,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.41922377,0.131812798,0.007550543,0.017473165,0.011418713,4.0,2.0,1.617642549,0.009635901,0.000298,2.267024638,12.62282807,0.007550543,0.000131,,0.029736273,0.029736273,,0.016652313,0.016652313,0.016652313,,0.918066483,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Braelon Allen,4685247,NYJ,93.83,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Andrei Iosivas,4368003,CIN,71.12,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.231414713,1.480554226,0.009877103,0.00077291,0.000425301,0.000297711,8.52e-05,2.91e-06,6.397839642,14.63616856,0.143016202,0.006294438,0.006199798,0.004051568,2.0,1.0,1.242231146,0.005599263,0.000173,2.090217493,11.78216197,0.007067348,9.6e-05,0.003425628,0.018388727,0.021814355,0.001575789,0.010297687,0.011873476,0.011873476,0.193295718,0.67760511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
