,player_name,player_id,pro_team,projected_points,year,eligible_slots,proj_defensive0PointsAllowed,proj_defensive1To6PointsAllowed,proj_defensive7To13PointsAllowed,proj_defensive14To17PointsAllowed,proj_defensiveBlockedKickForTouchdowns,proj_defensiveTouchdowns,proj_defensiveInterceptions,proj_defensiveFumbles,proj_defensiveBlockedKicks,proj_defensiveSafeties,proj_defensiveSacks,proj_100,proj_kickoffReturnTouchdowns,proj_puntReturnTouchdowns,proj_interceptionReturnTouchdowns,proj_fumbleReturnTouchdowns,proj_defensivePlusSpecialTeamsTouchdowns,proj_defensiveForcedFumbles,proj_defensiveTotalTackles,proj_110,proj_111,proj_112,proj_defensivePassesDefensed,proj_kickoffReturnYards,proj_puntReturnYards,proj_116,proj_117,proj_puntsReturned,proj_defensivePointsAllowed,proj_defensive18To21PointsAllowed,proj_defensive22To27PointsAllowed,proj_defensive28To34PointsAllowed,proj_defensive35To45PointsAllowed,proj_defensive45PlusPointsAllowed,proj_126,proj_defensiveYardsAllowed,proj_defensive100To199YardsAllowed,proj_defensive200To299YardsAllowed,proj_defensive300To349YardsAllowed,proj_defensive350To399YardsAllowed,proj_defensive400To449YardsAllowed,proj_defensive450To499YardsAllowed,proj_defensive500To549YardsAllowed,proj_defensive550PlusYardsAllowed,proj_137,proj_210,proj_madeFieldGoalsFrom50Plus,proj_attemptedFieldGoalsFrom50Plus,proj_missedFieldGoalsFrom50Plus,proj_madeFieldGoalsFrom40To49,proj_attemptedFieldGoalsFrom40To49,proj_missedFieldGoalsFrom40To49,proj_madeFieldGoalsFromUnder40,proj_attemptedFieldGoalsFromUnder40,proj_missedFieldGoalsFromUnder40,proj_madeFieldGoals,proj_attemptedFieldGoals,proj_missedFieldGoals,proj_madeExtraPoints,proj_attemptedExtraPoints,proj_missedExtraPoints,proj_198,proj_199,proj_200,proj_214,proj_215,proj_216,proj_rushingAttempts,proj_rushingYards,proj_rushingTouchdowns,proj_rushing2PtConversions,proj_rushing40PlusYardTD,proj_rushing50PlusYardTD,proj_rushing100To199YardGame,proj_rushing200PlusYardGame,proj_rushingYardsPerAttempt,proj_receivingYards,proj_receivingTouchdowns,proj_receiving2PtConversions,proj_receiving40PlusYardTD,proj_receiving50PlusYardTD,proj_47,proj_48,proj_receivingReceptions,proj_receiving100To199YardGame,proj_receiving200PlusYardGame,proj_receivingTargets,proj_receivingYardsPerReception,proj_2PtConversions,proj_fumbleRecoveredForTD,proj_66,proj_67,proj_fumbles,proj_70,proj_71,proj_lostFumbles,proj_turnovers,proj_212,proj_213,proj_27,proj_28,proj_29,proj_30,proj_33,proj_34,proj_49,proj_50,proj_119,proj_passingAttempts,proj_passingCompletions,proj_passingIncompletions,proj_passingYards,proj_passingTouchdowns,proj_5,proj_6,proj_7,proj_8,proj_9,proj_10,proj_11,proj_12,proj_passing40PlusYardTD,proj_passing50PlusYardTD,proj_passing300To399YardGame,proj_passing400PlusYardGame,proj_passing2PtConversions,proj_passingInterceptions,proj_passingCompletionPercentage,proj_passingTimesSacked,proj_65,proj_69,proj_211
71,Panthers D/ST,-16029,CAR,64.75,2025,"['D/ST', 'BE', 'IR']",0.006145698,0.027480763,0.115918857,0.131907665,0.00641,0.100204067,0.886628941,0.314272855,0.107726892,0.0138,1.73420806,3.46841612,0.021043298,0.008106683,0.068706648,0.03149742,0.135767606,0.483496701,63.06628086,21.0,12.0,2.43896592,3.47043583,80.24671376,13.98909914,8.0,3.0,1.0,23.36712482,0.144898571,0.24432897,0.20335765,0.111422005,0.014539822,23.36712482,386.6122755,0.006987423,0.099820323,0.17268916,0.258534638,0.235575963,0.149730485,0.058893991,0.017768018,386.6122755,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Jason Sanders,3124679,MIA,108.1,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Najee Harris,4241457,LAC,93.61,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Tyrod Taylor,14163,NYJ,1.46,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Adam Thielen,16460,PIT,106.4,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.60202029,0.14607857,0.005783459,0.004021564,0.002628092,5.0,2.0,2.701792646,0.015930317,0.000493,4.038742088,9.475938255,0.005783459,0.000189,,0.042890116,0.042890116,,0.024018465,0.024018465,0.024018465,,1.313934738,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
76,Michael Penix Jr.,4360423,ATL,249.9,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Devaughn Vele,4569559,NO,44.47,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Isaac TeSlaa,5123663,DET,56.34,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.15522305,0.173255834,0.003810145,0.009443585,0.006171383,3.0,1.0,1.403722344,0.007042418,0.000218,2.22120745,12.22123671,0.003810145,0.000114,,0.025974098,0.025974098,,0.014545495,0.014545495,0.014545495,,0.79624538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Ray Davis,4429501,BUF,80.54,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.027926793,,,,,,,,,,,69.13694775,,6.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.77307419,7.059948487,0.04491365,0.001895121,0.003304975,0.002313483,0.00213,7.28e-05,3.981755827,4.217554038,0.026176202,0.001915439,0.002096947,0.001370355,,,0.581805236,0.00199082,6.16e-05,0.807240878,7.249082302,0.00381056,8.04e-05,0.013756569,0.004513993,0.018270561,0.006328022,0.002527836,0.008855858,0.008855858,0.501466291,0.191990044,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Jawhar Jordan,4429939,HOU,0.0,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.08227841,16.8164645,0.115478612,0.010380929,0.007769185,0.005438429,0.0123,0.000419,4.119382072,6.522893676,0.024791649,0.002096691,0.001956094,0.001278307,1.0,,1.02059466,0.002749275,8.5e-05,1.318669904,6.391267689,0.01247762,0.000195,0.035527082,0.008881989,0.044409071,0.016342458,0.004973914,0.021316371,0.021316371,1.023796006,0.355010683,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Mike Gesicki,3116164,CIN,115.31,2025,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.52963725,0.328694828,0.014466537,0.005899264,0.003855169,5.0,2.0,2.675976107,0.017386502,0.000538,3.832065403,9.914003784,0.014466537,0.000116,,0.026341947,0.026341947,,0.01475149,0.01475149,0.01475149,,1.408304971,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
82,Ryan Flournoy,5083754,DAL,19.01,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Sterling Shepard,2976592,TB,27.57,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Joshua Karty,4566192,ARI,137.33,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.275018734,0.416988011,0.141969277,0.410062314,0.539175196,0.129112882,0.914027847,0.983315915,0.069288068,1.599108895,1.939479122,0.340370227,2.235541175,2.4206316,0.185090425,0.275018734,0.416988011,0.141969277,60.72465117,15.55506269,76.27971386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Isaiah Davis,4695404,NYJ,27.22,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.708584183,16.88241738,0.069103278,0.009285093,0.007034482,0.004924137,0.0124,0.000422,4.552254055,11.57709134,0.043432358,0.00484991,0.001965393,0.001284384,2.0,1.0,1.757449978,0.004319769,0.000134,2.325396304,6.587437185,0.014135003,0.000167,0.025819929,0.01223573,0.038055659,0.011877167,0.006852009,0.018729176,0.018729176,0.968746914,0.669961733,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Kyle Williams,4613202,NE,40.44,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.013356135,,,,,,,,,,,48.50385983,,4.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.96715573,0.34055823,0.014580007,0.032094527,0.020973773,9.0,4.0,2.79761197,0.081300079,0.00251,4.40480581,16.7883024,0.014580007,0.000228,,0.051766253,0.051766253,,0.028989102,0.028989102,0.028989102,,2.004467529,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
87,Riley Patterson,4243371,MIA,29.85,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.291775926,0.418780505,0.127004579,0.431963844,0.541492932,0.109529088,0.954684921,0.987542865,0.032857944,1.678424691,1.947816302,0.26939161,2.164018664,2.252478972,0.088460308,0.291775926,0.418780505,0.127004579,63.83482063,12.77279451,76.60761514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Dawson Knox,3930086,BUF,46.51,2025,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.28465346,0.315339292,0.023074897,0.007084274,0.004629573,5.0,2.0,2.558609488,0.022087271,0.000683,4.036204388,11.38990802,0.023074897,9.59e-05,,0.021790222,0.021790222,,0.012202524,0.012202524,0.012202524,,1.44813969,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
89,Bengals D/ST,-16004,CIN,72.82,2025,"['D/ST', 'BE', 'IR']",0.007796881,0.034986006,0.136945222,0.143942423,0.007199097,0.105766479,0.676037749,0.456194498,0.106226001,0.014006884,2.548660503,5.097321007,0.020679734,0.009144809,0.072365189,0.03340129,0.14279012,0.701837689,64.66107745,21.0,12.0,1.328178543,4.090576947,84.05888066,14.39183122,8.0,3.0,1.0,22.94959016,0.144942023,0.233906437,0.18692523,0.097960816,0.012594962,22.94959016,401.6659468,0.005489296,0.089824842,0.169170118,0.260492041,0.241029992,0.154698338,0.060881282,0.018414093,401.6659468,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,DeAndre Hopkins,15795,BAL,88.65,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.23829083,0.094644169,0.004234154,0.004043259,0.00264227,3.0,1.0,1.619884189,0.006467839,0.0002,2.558375044,10.02435294,0.004234154,0.000117,,0.026483222,0.026483222,,0.014830604,0.014830604,0.014830604,,0.788084862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Chris Brooks,3149687,GB,23.79,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.834090393,3.38256876,0.018815856,0.00062455,0.001541443,0.00107901,0.000477,1.63e-05,4.055398297,6.095792353,0.029393957,0.001028366,0.002670066,0.001744888,1.0,,0.842765878,0.002617826,8.1e-05,1.067267292,7.233079215,0.001652916,5.14e-05,0.00580711,0.00586751,0.01167462,0.00267127,0.003285806,0.005957076,0.005957076,0.300796174,0.304581815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Malik Willis,4242512,GB,1.74,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.691668252,21.90129677,0.11029591,0.003661024,0.00897744,0.006284208,0.0209,0.000713,4.66812562,,,,,,,,,,,,,0.057834042,0.00269,0.080187811,,0.612222782,0.036886393,,0.292263179,0.88333789,1.228645658,,4.0,2.0,1.0,,,,,,,28.33801094,18.42778595,9.91022499,227.3581591,1.548436618,45.0,22.0,11.0,9.0,4.0,2.0,3.0,1.0,0.176652251,0.115442246,0.157335611,0.021251916,0.054173018,0.591074711,0.650285088,2.790555144,0.532034971,0.255376786,10.5549258
93,Will Shipley,4431545,PHI,57.17,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.01164931,,,,,,,,,,,52.49853511,,5.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.434427423,0.005766505,0.000284194,0.001939027,0.001267154,,,0.220205193,0.000801139,2.48e-05,0.295668948,6.514049027,0.000284194,1.02e-05,,0.002319561,0.002319561,,0.001298954,0.001298954,0.001298954,,0.02447591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Ryan Fitzgerald,4568263,CAR,126.72,2025,"['Rookie', 'K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.289677793,0.42103053,0.131352738,0.429544751,0.544402267,0.114857516,0.951169815,0.992848739,0.041678925,1.670392358,1.958281537,0.287889179,1.783261795,1.873133088,0.089871293,0.289677793,0.42103053,0.131352738,63.50720905,13.5120038,77.01921285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Tre' Harris,4686612,LAC,24.64,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.86273753,0.151003451,0.004188832,0.006484358,0.004237528,5.0,2.0,2.643332423,0.019671892,0.000608,3.938396867,10.54076184,0.004188832,0.000215,,0.048911507,0.048911507,,0.027390444,0.027390444,0.027390444,,1.364965301,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
96,Konata Mumpfield,4710855,LAR,4.69,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99914922,0.314316932,0.004828011,0.015391848,0.010058573,7.0,3.0,2.652075983,0.048685877,0.00151,4.474992851,14.70514023,0.004828011,0.000216,,0.049073295,0.049073295,,0.027481045,0.027481045,0.027481045,,1.740838233,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
97,Terrell Jennings,4427600,NE,0.0,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Joshua Palmer,4242433,BUF,110.92,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98188801,0.089884384,0.006577274,0.007995496,0.005225056,3.0,1.0,1.564996523,0.009233733,0.000286,2.690802925,12.76800793,0.006577274,0.000109,,0.024807012,0.024807012,,0.013891927,0.013891927,0.013891927,,0.876861531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Tory Horton,4597703,SEA,56.52,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Brashard Smith,4596602,KC,48.45,2025,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.023500207,0.009999505,,,,,,,,,,85.34285528,15.73692643,8.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.655608331,2.435489933,0.016924307,0.000742127,0.001209614,0.00084673,0.000242,8.27e-06,3.714855071,8.437430646,0.057992201,0.002944261,0.002022671,0.001321815,1.0,,1.197787425,0.003318971,0.000103,1.651031496,7.044180355,0.003686389,8.81e-05,0.007086051,0.012946118,0.020032169,0.003259584,0.007249826,0.01050941,0.01050941,0.256564246,0.461770401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Chad Ryland,4363538,ARI,128.2,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Davis Mills,4242546,HOU,1.55,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,JuJu Smith-Schuster,3120348,KC,70.25,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.79878245,0.152598218,0.007747405,0.004744265,0.003100378,6.0,3.0,3.488851511,0.035551199,0.0011,5.283300788,9.97428017,0.007747405,0.000272,,0.061715872,0.061715872,,0.034560889,0.034560889,0.034560889,,1.749608023,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
104,Jack Bech,4603186,LV,57.45,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Brock Wright,4242392,DET,8.93,2025,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Pat Bryant,4600981,DEN,94.96,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,KaVontae Turpin,3676833,DAL,103.53,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.022135434,0.014118861,,,,,,,,,,80.01037218,16.1582298,8.0,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.446029494,9.379465218,0.039786625,0.001663604,0.002687349,0.001881144,0.00379,0.000129,6.486358166,26.40759433,0.20775037,0.00813728,0.017435141,0.011393864,5.0,2.0,1.928029529,0.017188734,0.000532,2.933556791,13.69667525,0.009800884,0.000297,0.02892059,0.038560591,0.06748118,0.013303471,0.021593931,0.034897402,0.034897402,0.556094301,1.185001742,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
108,Noah Fant,4036131,CIN,84.64,2025,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.684913969,0.075697937,0.003331622,0.006000943,0.003921616,1.0,,1.114933984,0.003695383,0.000114,1.393478328,8.686535804,0.003331622,5.45e-05,,0.012378709,0.012378709,,0.006932077,0.006932077,0.006932077,,0.484526219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Dontayvion Wicks,4428850,GB,20.12,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.278030131,1.60229597,0.009985047,0.000331431,0.000511192,0.000357834,0.000101,3.44e-06,5.76302994,18.20621733,0.110838977,0.003877771,0.014147679,0.009245508,3.0,1.0,1.348593123,0.007779026,0.000241,2.134534584,13.50015584,0.004209202,0.000143,0.005560603,0.026971862,0.032532465,0.002557877,0.015104243,0.01766212,0.01766212,0.200318874,0.787138687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Kendre Miller,4599739,NO,79.65,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Olamide Zaccheaus,3917914,CHI,36.34,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.15465136,0.182665248,0.009921118,0.00627704,0.004102046,4.0,2.0,2.002350477,0.01249314,0.000386,3.286379222,11.52511808,0.009921118,0.000173,,0.039210917,0.039210917,,0.021958114,0.021958114,0.021958114,,1.099848491,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Jalen Nailor,4382466,MIN,23.23,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.217457783,1.334365106,0.008903213,0.000646801,0.000399599,0.000279719,6.82e-05,2.33e-06,6.136203038,33.31778938,0.157772961,0.009764941,0.00543832,0.003553942,6.0,3.0,2.780279895,0.031570249,0.000976,4.90286556,11.98360979,0.010411742,0.000231,0.003806748,0.048670706,0.052477454,0.001751104,0.027255596,0.029006699,0.029006699,0.18678563,1.54937724,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
113,Isaiah Hodgins,4242540,NYG,0.0,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.40534026,0.295163385,0.015342143,0.0043462,0.002840242,4.0,2.0,2.308012271,0.010610916,0.000328,3.316170096,9.274361548,0.015342143,0.000202,,0.046001427,0.046001427,,0.025760799,0.025760799,0.025760799,,1.169414336,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Mac Jones,4241464,SF,1.51,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
