autoDraftTypeId,id,lineupSlotId,overallPickNumber,player_id,roundId,roundPickNumber,team_id,year,league_id
0,52,20,52,4241985,5,4,12,2022,780575
1,53,0,53,3917315,5,5,11,2022,780575
0,54,4,54,4241478,5,6,4,2022,780575
0,55,2,55,4045163,5,7,15,2022,780575
0,56,6,56,2576925,5,8,13,2022,780575
0,57,4,57,4243537,5,9,6,2022,780575
0,58,2,58,4427366,5,10,10,2022,780575
0,59,6,59,4036133,5,11,14,2022,780575
0,60,6,60,3930086,5,12,3,2022,780575
0,61,4,61,16799,6,1,3,2022,780575
0,62,0,62,14881,6,2,14,2022,780575
0,63,6,63,3121023,6,3,10,2022,780575
0,64,2,64,4040761,6,4,6,2022,780575
0,65,20,65,4040655,6,5,13,2022,780575
0,66,6,66,15835,6,6,15,2022,780575
0,67,6,67,3117256,6,7,4,2022,780575
1,68,20,68,3915511,6,8,11,2022,780575
0,69,20,69,16731,6,9,12,2022,780575
0,70,4,70,3120348,6,10,1,2022,780575
3,71,20,71,4374302,6,11,8,2022,780575
0,72,20,72,3932905,6,12,9,2022,780575
0,73,0,73,2577417,7,1,9,2022,780575
3,74,0,74,8439,7,2,8,2022,780575
0,75,20,75,4242214,7,3,1,2022,780575
0,76,0,76,2330,7,4,12,2022,780575
1,77,20,77,3135321,7,5,11,2022,780575
0,78,20,78,4569173,7,6,4,2022,780575
0,79,20,79,3116165,7,7,15,2022,780575
0,80,20,80,4360238,7,8,13,2022,780575
0,81,20,81,2976499,7,9,6,2022,780575
0,82,20,82,3925347,7,10,10,2022,780575
0,83,20,83,2976316,7,11,14,2022,780575
0,84,20,84,16460,7,12,3,2022,780575
0,85,20,85,3059915,8,1,3,2022,780575
0,86,20,86,4241555,8,2,14,2022,780575
0,87,20,87,3128390,8,3,10,2022,780575
0,88,20,88,3119195,8,4,6,2022,780575
2,89,20,89,4372414,8,5,13,2022,780575
0,90,20,90,4360294,8,6,15,2022,780575
0,91,20,91,16790,8,7,4,2022,780575
1,92,2,92,3916148,8,8,11,2022,780575
0,93,20,93,4360438,8,9,12,2022,780575
0,94,20,94,15807,8,10,1,2022,780575
0,95,20,95,3895856,8,11,8,2022,780575
0,96,20,96,3139925,8,12,9,2022,780575
0,97,20,97,4383351,9,1,9,2022,780575
0,98,20,98,2576434,9,2,8,2022,780575
0,99,20,99,4239934,9,3,1,2022,780575
0,100,20,100,15795,9,4,12,2022,780575
1,101,20,101,4360939,9,5,11,2022,780575
0,102,20,102,2576414,9,6,4,2022,780575
0,103,20,103,2577327,9,7,15,2022,780575
2,104,20,104,4426502,9,8,13,2022,780575
0,105,20,105,4426475,9,9,6,2022,780575
0,106,20,106,4046692,9,10,10,2022,780575
0,107,20,107,4052042,9,11,14,2022,780575
0,108,20,108,3046439,9,12,3,2022,780575
0,109,20,109,4379399,10,1,3,2022,780575
0,110,20,110,4361370,10,2,14,2022,780575
0,111,20,111,16757,10,3,10,2022,780575
0,112,20,112,3051738,10,4,6,2022,780575
0,113,20,113,4371733,10,5,13,2022,780575
0,114,20,114,3116164,10,6,15,2022,780575
0,115,17,115,15683,10,7,4,2022,780575
1,116,20,116,3115378,10,8,11,2022,780575
0,117,20,117,3916430,10,9,12,2022,780575
0,118,20,118,14880,10,10,1,2022,780575
3,119,20,119,4240600,10,11,8,2022,780575
0,120,20,120,4426354,10,12,9,2022,780575
0,121,20,121,4240657,11,1,9,2022,780575
3,122,20,122,15880,11,2,8,2022,780575
0,123,16,123,-16033,11,3,1,2022,780575
0,124,20,124,4048244,11,4,12,2022,780575
1,125,16,125,-16021,11,5,11,2022,780575
0,126,20,126,13982,11,6,4,2022,780575
0,127,16,127,-16024,11,7,15,2022,780575
0,128,0,128,11237,11,8,13,2022,780575
0,129,20,129,3045144,11,9,6,2022,780575
0,130,20,130,4567048,11,10,10,2022,780575
0,131,20,131,4569618,11,11,14,2022,780575
0,132,16,132,-16027,11,12,3,2022,780575
0,133,20,133,4360310,12,1,3,2022,780575
0,134,20,134,4362887,12,2,14,2022,780575
0,135,20,135,4040980,12,3,10,2022,780575
0,136,16,136,-16009,12,4,6,2022,780575
0,137,20,137,4567156,12,5,13,2022,780575
0,138,17,138,15965,12,6,15,2022,780575
0,139,16,139,-16002,12,7,4,2022,780575
1,140,17,140,12460,12,8,11,2022,780575
0,141,17,141,4360234,12,9,12,2022,780575
2,142,20,142,4258595,12,10,1,2022,780575
3,143,20,143,3916433,12,11,8,2022,780575
0,144,20,144,4241416,12,12,9,2022,780575
0,145,20,145,4036131,13,1,9,2022,780575
3,146,20,146,3115394,13,2,8,2022,780575
0,147,17,147,4249087,13,3,1,2022,780575
0,148,20,148,2969939,13,4,12,2022,780575
1,149,20,149,2980453,13,5,11,2022,780575
0,150,20,150,4241479,13,6,4,2022,780575
0,151,20,151,4036348,13,7,15,2022,780575
3,152,20,152,4430191,13,8,13,2022,780575
0,153,17,153,10621,13,9,6,2022,780575
0,154,16,154,-16025,13,10,10,2022,780575
0,155,17,155,3055899,13,11,14,2022,780575
0,156,17,156,11122,13,12,3,2022,780575
0,157,20,157,4039359,14,1,3,2022,780575
0,158,16,158,-16018,14,2,14,2022,780575
0,159,17,159,3050478,14,3,10,2022,780575
0,160,20,160,15971,14,4,6,2022,780575
3,161,16,161,-16006,14,5,13,2022,780575
1,162,20,162,4241474,14,6,15,2022,780575
0,163,20,163,2573401,14,7,4,2022,780575
1,164,20,164,3051909,14,8,11,2022,780575
0,165,16,165,-16011,14,9,12,2022,780575
0,166,20,166,15072,14,10,1,2022,780575
3,167,16,167,-16023,14,11,8,2022,780575
0,168,16,168,-16017,14,12,9,2022,780575
0,169,17,169,9354,15,1,9,2022,780575
3,170,17,170,16339,15,2,8,2022,780575
0,171,20,171,4035004,15,3,1,2022,780575
0,172,6,172,4361411,15,4,12,2022,780575
1,173,6,173,3924365,15,5,11,2022,780575
0,174,20,174,2576716,15,6,4,2022,780575
1,175,20,175,4361409,15,7,15,2022,780575
3,176,17,176,3917232,15,8,13,2022,780575
0,177,20,177,4035886,15,9,6,2022,780575
0,178,20,178,4372485,15,10,10,2022,780575
0,179,20,179,2576623,15,11,14,2022,780575
0,180,20,180,4242433,15,12,3,2022,780575
